work_id	stationer_entries_in_register
164	"Jul 24, 1600: Entered to Richard Oliffe: ""Two Plaies or thinges. thone called the maid<i>es</i> metamorphosis"".<br />Nov 6, 1615: Transferred from the widow of Richard Oliffe to Philip Knight: ""Maides metamorphosis.""<br />Oct 18, 1617: Transferred from Philip Knight to Richard Hawkins: ""two paie book<i>es</i> followinge viz<sup>t</sup>. The Maides metamorphosis"".<br />May 29, 1638: Transferred from the widow of Richard Hawkins to Robert Mead and Christopher Meredith: ""The Maides Metamorphosis a play"".<br />Jan 25, 1639: Transferred from Robert Mead and Christopher Meredith to William Leake (2): ""The Maides metamorphosis. a Play."""
165	"Aug 4, 1600(?): ""Henry the ffift: / a booke ... to be staied"".<br />Aug 14, 1600: Entered ""These Copyes followinge beinge thing<i>es</i> formerlye printed & sett over to"" Thomas Pavier: ""The historye of Henrye the v<sup>th</sup> w<sup>th</sup> the battell of Agencourt"".<br />Aug 4, 1626: Transferred from the widow of Thomas Pavier to Edward Brewster and Robert Bird: ""The history of Hen: the fift, and the play of the same"".<br />Nov 8, 1630: Transferred from Robert Bird to Richard Cotes: ""Agincourt."""
166	"Aug 11, 1600: Entered to Thomas Pavier: ""The first p<i>ar</i>te of the history of the life. of S<sup>r</sup> Iohn Oldcastell lord Cobham.""<br />Aug 4, 1626: Transferred from the widow of Thomas Pavier to Edward Brewster and Robert Bird: ""S<sup>r</sup> Iohn old castle a play.""<br />Nov 8, 1630: Transferred from Robert Bird to Richard Cotes: ""S<sup>r</sup> Iohn Oldcastle""."
167	"Aug 23, 1600: Entered to Andrew Wise and William Aspley: ""Twoo book<i>es</i>. ... Thother the second p<i>ar</i>te of the history of kinge henry the iiij<sup>th</sup> w<sup>th</sup> the humo<sup>r</sup>s of S<sup>r</sup> Iohn ffallstaff: Wrytten by m<sup>r</sup> Shakespere""."
168	"Aug 4, 1600(?): ""The com<i>m</i>edie of muche A doo about nothinge. / a booke / to be staied"".<br />Aug 23, 1600: Entered to Andrew Wise and William Aspley: ""Twoo book<i>es</i>. the one called: Muche a Doo about nothinge. ... Wrytten by m<sup>r</sup> Shakespere""."
169	"Oct 7, 1600: Entered to Richard Oliffe: ""A booke called. The Wisdom of D<i>o</i>c<i>to</i><sup>r</sup> Dodepole Plaied by the Children of paules"".<br />Jan 5, 1616: Transferred from the widow of Richard Oliffe to Henry Bell: ""Do<sup>r</sup> Dodipoll"".<br />Sep 4, 1638: Transferred from Henry Bell and Moses Bell to John Haviland and John Wright (1): ""Saluo Iure Cuiuscunq<i>ue</i>. ... Docter Doddipoll. a Play."""
170	"Oct 8, 1600: Entered to Thomas Fisher: ""A booke called A mydsom<i>m</i>er night<i>es</i> dreame""."
171	"Oct 23, 1600: Entered to Richard Oliffe: ""a booke called, the weakest goethe to the walles"".<br />Nov 6, 1615: Transferred from the widow of Richard Oliffe to Philip Knight: ""The weakest to the wall.""<br />Oct 18, 1617: Transferred from Philip Knight to Richard Hawkins: ""theis two plaie book<i>es</i> followinge viz<sup>t</sup>t. ... the weakest goes to the wall"".<br />May 29, 1638: Transferred from the widow of Richard Hawkins to Robert Mead and Christopher Meredith: ""The weakest goes to the wall a play"".<br />Jan 25, 1639: Transferred from Robert Mead and Christopher Meredith to William Leake (2): ""The weakest goes to the wall a Play."""
172	"Jul 22, 1598: Entered to James Roberts: ""a booke of the Marchaunt of Venyce or otherwise called the Iewe of Venyce./ Prouided that yt bee not prynted by the said Iames Robert<i>es</i>; or anye other whatsoeuer w<sup>th</sup>out lycence first had from the Right honorable the lord Chamberlen"".<br />Oct 28, 1600: Transferred from James Roberts to Thomas Hayes: ""A booke called the booke of the m<i>er</i>chant of Venyce"".<br />Jul 8, 1619: Transferred from Thomas Hayes decd. to Lawrence Hayes: ""A play Called The Marchant of Venice"".<br />Oct 17, 1657: Transferred from the widow of Lawrence Hayes and Jane Graisby to William Leake (2): ""the Booke or Copie called The Merchant of Venice a Play written by William Shakespeare Gent<i>leman</i>""."
173	"Oct 28, 1600: Entered to Cuthbert Burby and Walter Burre: ""A booke called Som<i>m</i>ers laste Will and testam<sup>t</sup> presented by Will Som<i>m</i>ers"".<br />Oct 16, 1609: Transferred from the widow of Cuthbert Burby to William Welby (any indirect dealing to render entrance void): ""her p<i>ar</i>te w<sup>th</sup> m<sup>r</sup> Burre in Su<i>m</i>mers last will & testam<sup>t</sup>"".<br />Mar 2, 1618: Transferred from William Welby to Thomas Snodham: ""Som<i>m</i>ers last will and testamente his p<i>ar</i>te.""<br />Feb 23, 1626: Transferred from the widow of Thomas Snodham to William Stansby: ""Som<i>m</i>ers last will & testam<sup>t</sup>. his [<i>sic</i>] p<i>ar</i>te""."
174	None
175	"Apr 19, 1610: Transferred from Valentine Simmes to John Wright (1): ""A booke called, the shoomakers holyday or the gentle crafte ... It is agreed that Valentyne Sym<i>m</i>s shall haue the workmanshipp of the printinge thereof, for the vse of the sayd Iohn wrighte, during his lyfe, yf he haue a printinge house of his owne"".<br />Jun 27, 1646: Transferred from John Wright (1) to Edward Wright: ""The Shoemakers holiday. a play.""<br />Apr 4, 1655: Transferred from Edward Wright to William Gilbertson: ""A Play called The Shooemakers Holiday or the Gentle Craft."""
176	"Aug 4, 1600(?): ""Euery man in his humo<sup>r</sup>. / a booke ... to be staied"".<br />Aug 14, 1600: Entered to Cuthbert Burby and Walter Burre: ""a booke called Eu<i>er</i>y man in his humo<sup>r</sup>"".<br />Oct 16, 1609: Transferred from the widow of Cuthbert Burby to William Welby (any indirect dealing to render entrance void): ""her p<i>ar</i>te with m<sup>r</sup> Burre, in eu<i>er</i>y man in his humo<sup>r</sup>"".<br />Mar 2, 1618: Transferred from William Welby to Thomas Snodham: ""Every man in his humor. his p<i>ar</i>te.""<br />Feb 23, 1626: Transferred from the widow of Thomas Snodham to William Stansby: ""Every one [<i>sic</i>] in his humor his [<i>sic</i>] p<i>ar</i>te"".<br />Jul 4, 1635: Transferred from Walter Burre decd. to William Stansby: ""by vertue of a noate vnder the hand"" of Walter Burre and Matthew Lownes, Warden, ""bearing date the 10<sup>th</sup> of Iune 1621 ... Euery Man in his humor""."
177	"Sep 8, 1600: Entered to Felix Norton: ""a booke Called Iohn Drums enterteynment A com<i>m</i>edy as yt hathe ben diu<i>e</i>rse tymes Acted by the Children of Paules"".<br />Oct 23, 1600: Transferred from Felix Norton to Richard Oliffe: ""A booke called Iohn Dromes enterteinement as yt hathe ben Acted by the Children of paules"".<br />Nov 6, 1615: Transferred from the widow of Richard Oliffe to Philip Knight: ""Iacke drumes Intertaynement""."
178	"Nov 25, 1600: Entered to William Wood: ""A booke Called Loves metamorphesis wrytten by m<sup>r</sup> Iohn Lylly and playd by the Children of Paules""."
179	"Dec 1, 1600: Entered to William Leake (1): ""the downe falle of Robert Erle of Huntingdone after Called Robin Hood"".<br />Feb 16, 1617: Transferred from William Leake (1) to William Barrett: ""Death and Downefall of robin Hoode"".<br />Mar 8, 1620: Transferred from William Barrett to John Parker: ""Death and downefall of Robin hood"".<br />Sep 4, 1638: Transferred from John Parker to John Haviland and John Wright (1): ""Death & Downefall of Robyn Hood."""
180	"Dec 1, 1600: Entered to William Leake (1): ""the death of Robert Erle of Huntingdone with the lamentable trogidye of Chaste Mathilda"".<br />Feb 16, 1617: Transferred from William Leake (1) to William Barrett: ""Death and Downefall of robin Hoode"".<br />Mar 8, 1620: Transferred from William Barrett to John Parker: ""Death and downefall of Robin hood"".<br />Sep 4, 1638: Transferred from John Parker to John Haviland and John Wright (1): ""Death & Downefall of Robyn Hood."""
181	"May 23, 1601: Entered to Walter Burre: ""A booke called narcissus the fountaine of self love"".<br />Jul 3, 1630: Transferred from the widow of Walter Burre to John Spencer: ""Narcissus the fountaine of love.""<br />Jul 4, 1635: Transferred from Walter Burre decd. to William Stansby: ""by vertue of a noate vnder the hand"" of Walter Burre and Matthew Lownes, Warden, ""bearing date the 10<sup>th</sup> of Iune 1621 ... Cinthias Reuells""."
182	None
183	"Sep 16, 1601: Entered to Simon Waterson: ""a booke called the faythfull Shepheard"".<br />Sep 6, 1633: Transferred from Simon Waterson to William Sheares (1): ""the booke called Il Pastor ffido. or the faithfull Sheapard &c""."
184	"Oct 24, 1601: Entered to Matthew Lownes and Thomas Fisher: ""a booke called / The ffyrst and second p<i>ar</i>tes of the play called Anthonio and melida provided that the [<i>sic</i>] gett laufull licence for yt"".<br />Apr 10, 1627: Transferred from Matthew Lownes decd. to Thomas Lownes (4): ""His p<i>ar</i>te of Anthonie Melida"".<br />May 30, 1627: Transferred from Thomas Lownes (4) to Humphrey Lownes (1) and Robert Young: ""his parte of Anthonie Melida"".<br />Nov 6, 1628: Transferred from Humphrey Lownes (2) to George Cole and George Latham: ""His parte of Anthony and Melida.""<br />Dec 6, 1630: Transferred from George Cole and George Latham to Robert Young: ""Antony & Melida his part"".<br />Jul 22, 1644: Transferred from Robert Young decd. to James Young: ""(Salvo iure cuiuscunq<i>ue</i>) ... his part of Anthonio & Melida."""
185	"Oct 24, 1601: Entered to Matthew Lownes and Thomas Fisher: ""a booke called / The ffyrst and second p<i>ar</i>tes of the play called Anthonio and melida provided that the [<i>sic</i>] gett laufull licence for yt"".<br />Apr 10, 1627: Transferred from Matthew Lownes decd. to Thomas Lownes (4): ""His p<i>ar</i>te of Anthonie Melida"".<br />May 30, 1627: Transferred from Thomas Lownes (4) to Humphrey Lownes (1) and Robert Young: ""his parte of Anthonie Melida"".<br />Nov 6, 1628: Transferred from Humphrey Lownes (2) to George Cole and George Latham: ""His parte of Anthony and Melida.""<br />Dec 6, 1630: Transferred from George Cole and George Latham to Robert Young: ""Antony & Melida his part"".<br />Jul 22, 1644: Transferred from Robert Young decd. to James Young: ""(Salvo iure cuiuscunq<i>ue</i>) ... his part of Anthonio & Melida."""
186	"Dec 21, 1601: Entered to Matthew Lownes: ""A booke called. Poetaster or his arrainement"".<br />Apr 10, 1627: Transferred from Matthew Lownes decd. to Thomas Lownes (4): ""Poetastar by B Iohnson.""<br />May 30, 1627: Transferred from Thomas Lownes (4) to Humphrey Lownes (1) and Robert Young: ""Poetaster by Ben: Iohnson.""<br />Nov 6, 1628: Transferred from Humphrey Lownes (2) to George Cole and George Latham: ""Poetaster by Ben: Iohnson.""<br />Dec 6, 1630: Transferred from George Cole and George Latham to Robert Young: ""Poetaster"".<br />Jul 22, 1644: Transferred from Robert Young decd. to James Young: ""(Salvo iure cuiuscunq<i>ue</i>) ... Poetaster by Ben: Iohnson."""
187	"Jan 18, 1602: Entered to John Busby (1): ""A booke called. An excellent & pleasant conceited co<i>m</i>medie of S<sup>r</sup> Io ffaulstof and the merry wyves of windesor"".<br />Jan 18, 1602: Transferred from John Busby (1) to Arthur Johnson: ""A booke Called an excellent and pleasant conceyted Comedie of Sir Iohn ffaulstafe and the merye wyves of windsor"".<br />Jan 29, 1630: Transferred from Arthur Johnson to Richard Meighen: ""The merry Wives of Winsor"".<br />Nov 7, 1646: Transferred from Mercy Meighen, the widow of Richard Meighen, to herself and Gabriel Bedell: ""The Merry Wiues of Windsor a play."""
188	"Jun 7, 1602: Entered to Edward Allde: ""A Booke called Blurt M<sup>r</sup> Constable."""
189	"Aug 11, 1602: Entered to William Cotton: ""A booke called the lyfe & Deathe of the Lord Cromwell as yt was lately Acted by the Lord Chamberleyn his servant<i>es</i>"".<br />Dec 16, 1611: Transferred from William Jones (2) to John Brown (1): ""one other booke called, the lyfe & death of the Lo: Cromwell, by W: S.""<br />Feb 16, 1617: Transferred from William Cotton decd. to William Barrett: ""Life and death of lord Cromwell"".<br />Apr 3, 1626: Transferred from the widow of William Barrett to John Parker: ""Life and Death of lo. Cromwell"".<br />Sep 4, 1638: Transferred from John Parker to John Haviland and John Wright (1): ""Saluo Iure cuiuscunq<i>ue</i>. ... Life & Death of Lo: Cromwell""."
190	None
191	None
192	"May 29, 1600: Entered to James Roberts: ""the Allarum to london, provided that yt be not printed w<sup>th</sup>out further Aucthoritie"". (Also in note of my Lord Chamberlain's men's plays entered: ""Allarum to London"".)"
193	None
194	None
195	"Nov 11, 1601: Entered to John Barnes: ""vppon condic<i>i</i>on that yt be lycensed to be printed / A booke called the vntrussinge of the humorous poet[<i>es added, sic</i>] by Tho: Decker""."
196	None
197	"Jul 26, 1602: Entered to James Roberts: ""A booke called the Revenge of Hamlett Prince Denmarke as yt was lately Acted by the Lo: Chamberleyn his servant<i>es</i>.""<br />Nov 19, 1607: Transferred from Nicholas Ling to John Smethwick: ""a booke called Hamlett"".<br />Aug 24, 1642: Transferred from John Smethwick decd. to Francis Smethwick: ""salvo iure cuiuscunq<i>ue</i> ... Hamblett, a play.""<br />Sep 14, 1642: Transferred from Francis Smethwick to Miles Flesher: ""Hamlett. a play."""
198	"Mar 28, 1600: Entered to Cuthbert Burby: ""The Palie of Patient Grissell""."
199	None
200	"Mar 19, 1604: Entered to Edward Blount: ""A part of the kinges Maiesties right royall and magnificent Entertainm<sup>t</sup> through his hon<i>our</i>able  city of London the 15 of m<i>ar</i>che 1603 So muche as was presented in the first and Last of their Triu<i>m</i>phal Arches / With a speach made for the p<i>re</i>sentac<i>i</i>on in the strong erected at the charg<i>es</i> of the lord<i>es</i> knight</i>es</i> gentlemen & other thinhabitant<i>es</i> of the City of Westm<i>inster</i> w<sup>th</sup> the lib<i>er</i>ties of the Duchie of Lancaster both done by Beniamin Iohnson"".<br />May 14, 1604: Ordered in the dispute between Edward Blount and Thomas Man (2) about the book of the pageants, that Blount shall deliver his remaining stock of four hundred copies to Man at the rate of 6s. a ream: ""ffor thendinge of the controu<i>er</i>sie betwene them about the booke of the pageant<i>es</i> yt is ordered that Edw Blunt shall delyu<i>er</i> all his Remayno<sup>r</sup> thereof, (w<sup>ch</sup> he saieth are 400) to Tho man. Receavinge of hym vj<sup>s</sup> for euery Reame thereof. W<sup>ch</sup> yt is ordered that the said Tho Man shall pay vnto him"" (Court Book C, fol. 3<sup>b</sup>)."
201	None
202	"Apr 2, 1604: Entered to Thomas Man (2): ""A Booke Called. The magnificent Entertainem<sup>t</sup>. gyven to .K. Iames. Q. Anne his wife. and Henr<i>y</i> ffriderick the prince vppon the day of his ma<sup>t<i>es</i></sup> triu<i>m</i>phant passage from the tower through his hon<i>our</i>able City & chamb<i>er</i> of London. the 15 of m<i>ar</i>che 1603"".<br />May 14, 1604: Ordered in the dispute between Edward Blount and Thomas Man (2) about the book of the pageants, that Blount shall deliver his remaining stock of four hundred copies to Man at the rate of 6s. a ream: ""ffor thendinge of the controu<i>er</i>sie betwene them about the booke of the pageant<i>es</i> yt is ordered that Edw Blunt shall delyu<i>er</i> all his Remayno<sup>r</sup> thereof, (w<sup>ch</sup> he saieth are 400) to Tho man. Receavinge of hym vj<sup>s</sup> for euery Reame thereof. W<sup>ch</sup> yt is ordered that the said Tho Man shall pay vnto him"" (Court Book C, fol. 3<sup>b</sup>)."
203	"Jul 5, 1604: Entered to William Aspley and Thomas Thorpe: ""an Enterlude called the Malecontent Tragiecomedia""."
204	"Nov 9, 1604: Entered to Thomas Man (2): ""A Booke called. The humors of the patient man. The longinge wyfe and the honest whore""."
205	"Jan 7, 1601: Entered to Thomas Bushell: ""A booke called the plaie of D<i>o</i>c<i>t</i>or ffaustus"".<br />Sep 13, 1610: Transferred from Thomas Bushell to John Wright (1): ""The tragicall history of the horrible life & death of Do<sup>r</sup>. ffaustus, written by C. M:"".<br />Jun 27, 1646: Transferred from John Wright (1) to Edward Wright: ""The tragecall history of y<sup>e</sup> life & death of Doctor ffaustus a play.""<br />Apr 4, 1655: Transferred from Edward Wright to William Gilbertson: ""A Play called The Tragicall history of y<sup>e</sup> Life & death of Doctor Faustus."""
206	None
207	None
208	"Oct 4, 1604: Ordered in the dispute between John Windet and John Smethwick over the book of the pageants that Windet shall pay Smethwick 20s. on 28 Oct. and a further 20s. at Christmas: ""for thendinge of the controuersie betwene them touching the book of the pageantes yt is ordered that m<sup>r</sup> windet shall pay to Iohn Smithick--xx<sup>s</sup> on Symon & Iude day next and other xx<sup>s</sup> at Christmas next."" (Court Book C, fol. 5<sup>b</sup>)"
209	None
210	"Dec 4, 1604: Entered to Nathaniel Butter: ""A book called. The life & Deathe of Cavaliero Dick Boyer""."
211	"Feb 8, 1605: Entered to Thomas Pavier: ""A commedy called the fayre Mayd of Bristoe played at Hampton Court by his Ma<sup>t<i>es</i></sup> players""."
212	"Feb 12, 1605: Entered to Nathaniel Butter: ""Yf he gett good alowance for the enterlude of .K. Henry the .8<sup>th</sup> before he begyn to print it. and then p<i>ro</i>cure the wardens hand<i>es</i> to yt for the entrance of yt: He is to have the same for his copy"".<br />May 21, 1639: Transferred from Nathaniel Butter to Miles Flesher: ""saluo iure cuiuscunq<i>ue</i> ... The Interlude of king Henry the Eight."""
213	"May 14, 1594: Entered to Edward White (1) (replacing Adam Islip): ""The moste famous Chronicle historye of Leire kinge of England and his Three Daughters"".<br />May 8, 1605: Entered to Simon Stafford: ""A booke called the Tragecall historie of Kinge Leir and his Three Daughters &c<i>es</i>. As it was latelie Acted"".<br />May 8, 1605: Transferred from Simon Stafford to John Wright (1): ""The Tragicall hist: of Kinge Leire and his Three Daughters / Provided that Simon Stafford shall haue the printinge of this booke"".<br />Jun 29, 1624: Transferred from the widow of Edward White (2) to Edward Allde: ""Leire and his daughters.""<br />Apr 22, 1640: Transferred from the widow of Edward Allde to Richard Oulton: ""Lear & his 3. daughters.""<br />Apr 4, 1655: Transferred from Edward Wright to William Gilbertson: ""The Tragicall history of Kinge Leire, & his 3. Daughters."""
214	"Jun 26, 1605: Entered to John Hodgets: ""A booke called the Dutche Curtizan as yt was latelie presented at the Blackeffryers Provyded that he gett sufficient Aucthoritie before yt be prynted ... This is alowed to be printed by Aucthoritie from M<sup>r</sup> Hartwell"".<br />Apr 19, 1613: Transferred from Eleazar Edgar to John Hodgets: ""A play called the dutche Curtizan""."
215	"Jul 5, 1605: Entered to Nathaniel Butter: ""A booke called. yf you knowe not me you knowe no body"".<br />May 21, 1639: Transferred from Nathaniel Butter to Miles Flesher: ""saluo iure cuiuscunq<i>ue</i> ... If you know not mee, you know noe body the first & Second parts."""
216	"Nov 2, 1604: Entered to Edward Blount: ""a booke called the tragedie of Seian<i>us</i> written by Beniamin Iohnson"".<br />Aug 6, 1605: Transferred from Edward Blount to Thomas Thorpe: ""the tragedie of Seianus"".<br />Oct 3, 1610: Transferred from Thomas Thorpe to Walter Burre: ""2 book<i>es</i>, thone called, Seianus his fall"".<br />Jul 4, 1635: Transferred from Walter Burre decd. to William Stansby: ""by vertue of a noate vnder the hand"" of Walter Burre and Matthew Lownes, Warden, ""bearing date the 10<sup>th</sup> of Iune 1621 ... Seianus""."
217	"Sep 4, 1605: Entered to William Aspley and Thomas Thorpe: ""A Comedie called Eastward Ho:""."
218	None
219	None
220	"Aug 11, 1600: Entered to Thomas Pavier: ""Item y<sup>e</sup> history of the life & Deathe of Captaine Tho. Stucley, with his Mariage to ald<i>erman</i> Curtis his daughter, & his valiant endinge of his life at the battell of Alcazar""."
221	None
222	None
223	"Nov 29, 1604: Entered to Simon Waterson and Edward Blount: ""A Booke called the tragedie of Philotus wrytten by Sam. Daniell"".<br />Aug 19, 1635: Transferred from Simon Waterson to John Waterson: ""The Tragedy of Philotus""."
224	"Sep 14, 1605: Entered to Nathaniel Butter: ""A Booke called the Second p<i>ar</i>te of Yf you knowe not me you knowe [<i>sic</i>] bodie w<sup>th</sup> the buildinge of thexchange"".<br />May 21, 1639: Transferred from Nathaniel Butter to Miles Flesher: ""saluo iure cuiuscunq<i>ue</i> ... If you know not mee, you know noe body the first & Second parts."""
225	"Oct 16, 1605: Entered to John Wright (1): ""an. Enterlude called. The retourne from Pernassus or the scourge of Simony publiquely Acted by the student<i>es</i> in S<sup>t</sup> Iohns College in Cambridge""."
226	"Nov 26, 1605: Entered to Valentine Simmes: ""A book called Vincentio & Margaret""."
227	"Nov 26, 1605: Entered to Simon Waterson: ""A book called. The Quenes Arcadia. presented by the vniu<i>er</i>sity of oxon in Christch<sup>r</sup>ch"".<br />Aug 19, 1635: Transferred from Simon Waterson to John Waterson: ""the Queenes Arcadia."""
228	"Jan 10, 1606: Entered to Edward Blount: ""An Comedie called S<sup>r</sup> Gyles Goosecap provided that yt be printed accordinge to the Copie wherevnto m<sup>r</sup> wilsons hande ys at""."
229	"Mar 12, 1606: Entered to John Trundle: ""A booke called no bodie and som<i>m</i>e bodie &c<i>es</i>""."
230	"Mar 12, 1606: Entered to William Cotton: ""A playe called the ffaune provided that he shall not put the same in prynte before he gett yt alowed by lawfull aucthoritie"".<br />Feb 16, 1617: Transferred from William Cotton decd. to William Barrett: ""The Fawne"".<br />Apr 3, 1626: Transferred from the widow of William Barrett to John Parker: ""The Fawne"".<br />Sep 4, 1638: Transferred from John Parker to John Haviland and John Wright (1): ""Saluo Iure cuiuscunq<i>ue</i>. ... The ffawne. a play."""
231	"Mar 17, 1606: Entered to Eleazar Edgar: ""a booke called the wonder of woemen, or the Tragedie of Sophonisba &c<i>es</i>"".<br />Apr 19, 1613: Transferred from Eleazar Edgar to John Hodgets: ""The wonder of Women or the tragedie of Sophonisba""."
232	"Jun 5, 1606: Entered to John Wright (1) and Nathaniel Fosbrooke: ""A booke called Iulius C&aelig;sars reuenge""."
233	"Aug 8, 1606: Entered to Edward Allde: ""A booke called the Kinge of Denmark<i>es</i> welcom<i>m</i>e into England &c<i>es</i>""."
234	"Nov 12, 1606: Entered to Clement Knight: ""A booke called. Wylie beguilde. &c"".<br />Oct 12, 1629: Transferred from Clement Knight to Thomas Knight: ""Wilie beguld"".<br />Mar 8, 1636: Transferred from Thomas Knight to Thomas Alchorn: ""Wyly beguyly"".<br />Mar 23, 1639: Transferred from Thomas Alchorn to Thomas Knight (reassigned): ""Wyly beguyly."""
235	None
236	None
237	None
238	"Jan 26, 1607: Entered to John Browne (1): ""a booke called the discription of A maske p<i>re</i>sented before the king<i>es</i> maiestie at Whitehall on Twelf-night last in hono<sup>r</sup> of the Lord Haies & his bryde daughter & heire to the right hon<i>our</i>able the Lord Denny, their mariage havinge ben at Court the same day solemnised""."
239	"Feb 23, 1607: Entered to Simon Waterson: ""A Co<i>m</i>medie called Lingua"".<br />Aug 19, 1635: Transferred from Simon Waterson to John Waterson: ""A Comedy called Lingua"".<br />Feb 5, 1657: Transferred from the widow of John Waterson to Simon Miller: ""the Booke or Copie called Lingua Or the Combat of the Tongue a Comedy."""
240	"Apr 10, 1607: Entered to Francis Burton: ""A booke called the tragicall Life & Death of Claudi<i>us</i> Tiberi<i>us</i> Nero"".<br />Sep 4, 1626: Transferred from John Budge to Robert Allott: ""The Tragedye of Nero.""<br />Jul 1, 1637: Transferred from widow of Robert Allott to John Legat (2) and Andrew Crooke (1): ""saluo Iure cuiuscunq<i>ue</i> ... Tragedy Næro latyn."""
241	"Apr 20, 1607: Entered to Nathaniel Butter and John Trundle: ""A booke called the Whore of Babilon""."
242	"Apr 24, 1607: Entered to Henry Rocket: ""A booke called the faire Mayde of the Exchaunge"".<br />Apr 9, 1616: Transferred from the widow of Henry Rocket to Nicholas Bourne: ""The faire maide of the exchange.""<br />Feb 27, 1636: Transferred from Nicholas Bourne to George Edwards: ""The fair Maid of the Exchange"".<br />Dec 22, 1647: Transferred from the widow of George Edwards to John Clarke (2): ""saluo iure cuiuscunq<i>ue</i> ... The fair Maid of the Exchange. a play."""
243	"May 9, 1607: Entered to Arthur Johnson: ""A Booke called the Phenix"".<br />Jan 29, 1630: Transferred from Arthur Johnson to Richard Meighen: ""The Phenix.""<br />Nov 7, 1646: Transferred from Mercy Meighen, the widow of Richard Meighen, to herself and Gabriel Bedell: ""The Phenix a play."""
244	"May 15, 1607: Entered to Arthur Johnson: ""A Comedy called Mychaelmas terme"".<br />Jan 29, 1630: Transferred from Arthur Johnson to Richard Meighen: ""Michalmas terme.""<br />Nov 7, 1646: Transferred from Mercy Meighen, the widow of Richard Meighen, to herself and Gabriel Bedell: ""Michaelmus Terme a play."""
245	"May 20, 1607: Entered to Eleazar Edgar and Robert Jackson: ""A booke called 'The woman hater' as it hath ben lately acted by the Children of Powles"".<br />Apr 19, 1613: Transferred from Eleazar Edgar to John Hodgets: ""A halfe p<i>ar</i>te of the Woman hater""."
246	"Jun 3, 1607: Entered to William Aspley: ""The tragedie of Busye D'amboise. made by Geo: Chapman""."
247	"Jun 29, 1607: Entered to John Busby (1) and Arthur Johnson: ""A Comedie called Cupids Whirlegigge"".<br />Jan 29, 1630: Transferred from Arthur Johnson to Richard Meighen: ""Cupids Whirlegig"".<br />Nov 7, 1646: Transferred from Mercy Meighen, the widow of Richard Meighen, to herself and Gabriel Bedell: ""Cupids whirligig a play."""
248	"Jun 29, 1607: Entered to John Wright (1): ""A playe called the trauailes of the Three Englishe brothers as yt Was played at the Curten""."
249	"Jul 31, 1607: Entered to George Vincent: ""A tragedie called the Miserye of inforced Marriage"".<br />Apr 28, 1637: Transferred from the widow of George Vincent to Richard Thrale: ""The Miseries of inforst Mariage. a Play."""
250	"Aug 6, 1607: Entered to George Eld: ""a booke Called. Northward Ho."""
251	"Aug 6, 1607: Entered to George Eld: ""a booke called the comedie of the Puritan Wydowe""."
252	"Aug 6, 1607: Entered to Thomas Thorpe: ""A co<i>m</i>medie called What yo<sup>w</sup> Will""."
253	"Oct 7, 1607: Entered to George Eld: ""Twoo plaies thone called the revengers tragedie""."
254	"Oct 16, 1607: Entered to John Wright (1): ""The tragedie of Pope Alex<i>ander</i> the Sixt as it was played before his Ma<sup>tie</sup>""."
255	"May 13, 1606: Entered to John Trundle and John Busby (1): ""A Comedie called The Fleare. provided that they are not to printe yt tell the bringe good aucthoritie and licence for the doinge thereof"".<br />Nov 21, 1606: Transferred from John Trundle to John Busby (1) and Arthur Johnson: ""A Comedie Called the ffleare""."
256	None
257	"Mar 2, 1605: Entered to Henry Rocket: ""A com<i>m</i>odie called westward Hoe presented by the Children of Paules provided y<sup>t</sup> he get further aucthoritie before yt be printed"". Entry canceled: ""Vacat""."
258	None
259	"Oct 3, 1610: Transferred from Thomas Thorpe to Walter Burre: ""2 book<i>es</i>, ... thother, Vulpone or the ffoxe"".<br />Jul 4, 1635: Transferred from Walter Burre decd. to William Stansby: ""by vertue of a noate vnder the hand"" of Walter Burre and Matthew Lownes, Warden, ""bearing date the 10<sup>th</sup> of Iune 1621 ... The ffox""."
260	None
261	None
262	"Oct 7, 1607: Entered to George Eld: ""Two plaies ... thother. A trick to catche the old one""."
263	"Oct 12, 1607: Entered to John Browne (1) and John Helme: ""A playe called the family of Loue as yt hath bene Lately acted by the Children of his ma<sup>t<i>es</i></sup> Reuell<i>es</i>"".<br />Dec 3, 1627: Transferred from Anne Helme (the widow of John Helme) to William Washington (as a copy of John Helme or Thomas Dewe): ""The family of Love."""
264	"Oct 22, 1607: Entered to Arthur Johnson: ""A Plaie called the Merry Devill of Edmonton"".<br />Jun 21, 1624: Transferred from Arthur Johnson to Francis Faulkner: ""The merry divell of Edmonton"".<br />Sep 9, 1653: Entered to Humphrey Moseley (among other plays): ""The merry Deuill of Edmonton. by W<sup>m</sup>: Shakespeare.""<br />Apr 4, 1655: Transferred from the widow of Francis Faulkner to William Gilbertson: ""a Comedie of the Merry Deuill of Edmonton."""
265	"Nov 26, 1607: Entered to Nathaniel Butter and John Busby (1): ""A booke called. M<sup>r</sup> Will<i>ia</i>m Shakespeare his historye of Kynge Lear as yt was played before the king<i>es</i> maiestie at Whitehall vppon S<sup>t</sup> Stephans night at xpistm<i>a</i>s Last by his mai<sup>ties</sup> servant<i>es</i> playinge vsually at the globe on the Banksyde"".<br />May 21, 1639: Transferred from Nathaniel Butter to Miles Flesher: ""saluo iure cuiuscunq<i>ue</i> ... The history of king Lear. by [William <i>interlined above </i> Iohn <i>deleted</i>] Shakspeare""."
